Mkt-RF.x,SMB.x,HML.x,RMW.x,CMA.x,Mom,RF.x,Mkt-RF.y,SMB.y,HML.y,RMW.y,CMA.y,WML,RF.y
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0615653556581548,0.9993998199279676,0.9684061284088213,1.0080673710777588,0.951439809384623,0.9423708871633636,1.0056838164682977,0.9162922509265148,1.0138042809763972,1.0217614917815128,1.0175451792157488,0.9820396746230071,1.0081665626663934,1.0056838164682977
1.0858676481811196,1.0058787860256766,0.9526831679435852,1.0367520049376677,0.9308288554804987,0.9439696085270607,1.0116658881458451,0.9206825992278077,0.9905356540370428,1.0016608200745099,1.0307575106878837,0.9915938874278188,0.9708799778803768,1.0116658881458451
1.1317010645242918,1.0440412471200256,0.9341117823581498,1.0514435536806572,0.8889646513817997,0.8766539012421937,1.0168524148331453,0.9345855043967991,0.943024671365991,1.0043571816222523,1.0428836904857244,0.9850726704375534,0.9620410292131724,1.0168524148331453
1.2011338392396285,1.0825886567322642,0.928697149656651,1.0485393405332675,0.8871630294351716,0.828303640301147,1.0216409315649424,1.0302592544650815,0.9637092625588236,1.0083492028917898,1.0274654377573438,0.9864716913512608,0.8525609285943514,1.0216409315649424
1.2272887967164796,1.1202697236999528,0.9162196281455384,1.044832478601941,0.8770116783787962,0.8560160788676827,1.0260312798662352,0.9816990638497045,0.9861554513886536,1.0064473956021935,1.038899815383007,0.9772291099843282,0.8611241592548391,1.0260312798662352
1.2244848693837453,1.1237636129542086,0.9301225333145299,1.05121208556598,0.8839872921152213,0.8317233862986382,1.0313172842954728,0.9912532766545162,0.9848546056556056,1.004745948962436,1.0438873568940459,0.9804240008808476,0.8680997729912643,1.0313172842954728
1.2602380390895633,1.1254621695897902,0.9245067945288941,1.072679992181221,0.8590796564090366,0.8307228859650546,1.0360062737816043,0.9828177978334147,0.9712626521361386,1.0077414579422344,1.047082247790565,0.9894828453691937,0.8791386201064808,1.0360062737816043
1.2095761242873353,1.126961045713526,0.9365341747416125,1.0884549112965831,0.865359894366187,0.8353123382988619,1.0401974784000723,0.9132533344475056,0.9908691817750569,1.0200652076310661,1.0552488104569584,0.9897828003781917,0.8979603743470684,1.0401974784000723
1.2511018711158335,1.1173146686617206,0.9237528403768794,1.1030479135994833,0.8511595449650455,0.8776052504891132,1.0450855124728482,0.9431033564163909,0.9700540420611369,1.0276364731273844,1.069743256607411,0.9886821949341587,0.924017908666358,1.0450855124728482
1.2740368423983295,1.1320062174047103,0.9158214700505991,1.11230493486216,0.8456443642769355,0.8936754306666077,1.0496749648066552,0.9092362869048135,0.9714530629748444,1.028036393148711,1.0889574755312155,0.9813554195476978,0.966790000510227,1.0496749648066552
1.2580090813211324,1.1473873194430126,0.9059731339957847,1.0943446094851672,0.8471432404006715,0.9108274894841734,1.0542644171404625,0.9631561288942438,0.9683482480213655,1.0256335085324009,1.0886574305222134,0.9831538014890772,0.9705827987489233,1.0542644171404625
1.2708265850317466,1.1563470608144846,0.9015634255070847,1.0752637216723753,0.8440384254471927,0.9425199362166631,1.0584556217589307,0.9771576485300575,0.9573884077850235,1.0026718968950539,1.0740512781328513,0.987046216204421,0.9917570339803299,1.0584556217589307
1.2280234627064373,1.14750811214728,0.8822786640952176,1.0842234630438472,0.8453375811788129,0.9550412167703347,1.0623480364742746,0.919846281816944,0.9725725431100636,0.996855011573489,1.0807289328860918,0.9835400768751335,1.0098916041758126,1.0623480364742746
1.3308507725059076,1.1233178733460625,0.8410399160786199,1.1217119074548387,0.813537268629015,1.0345914955283437,1.0661408347129706,0.9576236461509738,0.95756042298956,0.9887220283433,1.0836247359981173,0.9811371922588231,1.0197429202261867,1.0661408347129706
1.32493329874187,1.2117865213336707,0.8850568014953942,1.1082213172723396,0.8449390317685466,1.009581332524176,1.0695350677809863,0.9270613405683339,0.9732369023745676,1.0069547966043597,1.0978234553979302,0.9844317592082532,1.0265199045052105,1.0695350677809863
